id,activity_hour,total_intensity,average_intensity
2873212765,4/17/2016,22,0.37
2873212765,4/17/2016,13,0.22
2873212765,4/17/2016,3,0.05
2873212765,4/18/2016,0,0
2873212765,4/18/2016,17,0.28
2873212765,4/18/2016,12,0.2
2873212765,4/18/2016,30,0.5
2873212765,4/18/2016,41,0.68
2873212765,4/18/2016,38,0.63
2873212765,4/18/2016,21,0.35
2873212765,4/18/2016,9,0.15
2873212765,4/18/2016,51,0.85
2873212765,4/18/2016,26,0.43
2873212765,4/18/2016,8,0.13
2873212765,4/18/2016,16,0.27
2873212765,4/18/2016,19,0.32
2873212765,4/18/2016,13,0.22
2873212765,4/18/2016,7,0.12
2873212765,4/19/2016,0,0
2873212765,4/19/2016,19,0.32
2873212765,4/19/2016,8,0.13
2873212765,4/19/2016,17,0.28
2873212765,4/19/2016,39,0.65
2873212765,4/19/2016,32,0.53
2873212765,4/19/2016,41,0.68
2873212765,4/19/2016,15,0.25
2873212765,4/19/2016,45,0.75
2873212765,4/19/2016,35,0.58
2873212765,4/19/2016,28,0.47
2873212765,4/19/2016,11,0.18
2873212765,4/19/2016,20,0.33
2873212765,4/19/2016,25,0.42
2873212765,4/19/2016,30,0.5
2873212765,4/19/2016,7,0.12
2873212765,4/19/2016,6,0.1
2873212765,4/19/2016,4,0.07
2873212765,4/20/2016,0,0
2873212765,4/20/2016,24,0.4
2873212765,4/20/2016,14,0.23
2873212765,4/20/2016,23,0.38
2873212765,4/20/2016,27,0.45
2873212765,4/20/2016,42,0.7
2873212765,4/20/2016,30,0.5
2873212765,4/20/2016,18,0.3
2873212765,4/20/2016,57,0.95
2873212765,4/20/2016,31,0.52
2873212765,4/20/2016,8,0.13
2873212765,4/20/2016,11,0.18
2873212765,4/20/2016,77,1.28
2873212765,4/20/2016,3,0.05
2873212765,4/20/2016,22,0.37
2873212765,4/20/2016,4,0.07
2873212765,4/21/2016,0,0
2873212765,4/21/2016,17,0.28
2873212765,4/21/2016,39,0.65
2873212765,4/21/2016,33,0.55
2873212765,4/21/2016,42,0.7
2873212765,4/21/2016,27,0.45
2873212765,4/21/2016,7,0.12
2873212765,4/21/2016,20,0.33
2873212765,4/21/2016,35,0.58
2873212765,4/21/2016,26,0.43
2873212765,4/21/2016,38,0.63
2873212765,4/21/2016,36,0.6
2873212765,4/21/2016,19,0.32
2873212765,4/21/2016,5,0.08
2873212765,4/21/2016,16,0.27
2873212765,4/21/2016,11,0.18
2873212765,4/22/2016,0,0
2873212765,4/22/2016,19,0.32
2873212765,4/22/2016,16,0.27
2873212765,4/22/2016,25,0.42
2873212765,4/22/2016,29,0.48
2873212765,4/22/2016,37,0.62
2873212765,4/22/2016,43,0.72
2873212765,4/22/2016,15,0.25
2873212765,4/22/2016,42,0.7
2873212765,4/22/2016,31,0.52
2873212765,4/22/2016,12,0.2
2873212765,4/22/2016,21,0.35
2873212765,4/22/2016,24,0.4
2873212765,4/22/2016,34,0.57
2873212765,4/22/2016,8,0.13
2873212765,4/22/2016,3,0.05
2873212765,4/22/2016,1,0.02
2873212765,4/22/2016,7,0.12
2873212765,4/23/2016,0,0
2873212765,4/23/2016,20,0.33
2873212765,4/23/2016,115,1.92
2873212765,4/23/2016,19,0.32
2873212765,4/23/2016,26,0.43
2873212765,4/23/2016,23,0.38
2873212765,4/23/2016,18,0.3
2873212765,4/23/2016,42,0.7
2873212765,4/23/2016,34,0.57
2873212765,4/23/2016,37,0.62
2873212765,4/23/2016,13,0.22
2873212765,4/23/2016,10,0.17
2873212765,4/23/2016,24,0.4
2873212765,4/23/2016,5,0.08
2873212765,4/23/2016,2,0.03
2873212765,4/24/2016,0,0
2873212765,4/24/2016,18,0.3
2873212765,4/24/2016,148,2.47
2873212765,4/24/2016,14,0.23
2873212765,4/24/2016,13,0.22
2873212765,4/24/2016,25,0.42
2873212765,4/24/2016,24,0.4
2873212765,4/24/2016,2,0.03
2873212765,4/24/2016,19,0.32
2873212765,4/24/2016,12,0.2
2873212765,4/24/2016,3,0.05
2873212765,4/24/2016,5,0.08
2873212765,4/24/2016,8,0.13
2873212765,4/24/2016,11,0.18
2873212765,4/25/2016,0,0
2873212765,4/25/2016,21,0.35
2873212765,4/25/2016,10,0.17
2873212765,4/25/2016,20,0.33
2873212765,4/25/2016,27,0.45
2873212765,4/25/2016,49,0.82
2873212765,4/25/2016,48,0.8
2873212765,4/25/2016,22,0.37
2873212765,4/25/2016,41,0.68
2873212765,4/25/2016,25,0.42
2873212765,4/25/2016,3,0.05
2873212765,4/25/2016,9,0.15
2873212765,4/25/2016,26,0.43
2873212765,4/25/2016,7,0.12
2873212765,4/26/2016,0,0
2873212765,4/26/2016,16,0.27
2873212765,4/26/2016,8,0.13
2873212765,4/26/2016,21,0.35
2873212765,4/26/2016,33,0.55
2873212765,4/26/2016,36,0.6
2873212765,4/26/2016,12,0.2
2873212765,4/26/2016,38,0.63
2873212765,4/26/2016,4,0.07
2873212765,4/26/2016,6,0.1
2873212765,4/26/2016,10,0.17
2873212765,4/26/2016,15,0.25
2873212765,4/26/2016,25,0.42
2873212765,4/27/2016,0,0
2873212765,4/27/2016,96,1.6
2873212765,4/27/2016,53,0.88
2873212765,4/27/2016,17,0.28
2873212765,4/27/2016,27,0.45
2873212765,4/27/2016,33,0.55
2873212765,4/27/2016,12,0.2
2873212765,4/27/2016,22,0.37
2873212765,4/27/2016,4,0.07
2873212765,4/27/2016,3,0.05
2873212765,4/27/2016,7,0.12
2873212765,4/27/2016,15,0.25
2873212765,4/27/2016,24,0.4
2873212765,4/27/2016,10,0.17
2873212765,4/27/2016,6,0.1
2873212765,4/28/2016,0,0
2873212765,4/28/2016,92,1.53
2873212765,4/28/2016,39,0.65
2873212765,4/28/2016,10,0.17
2873212765,4/28/2016,33,0.55
2873212765,4/28/2016,16,0.27
2873212765,4/28/2016,2,0.03
2873212765,4/28/2016,13,0.22
2873212765,4/28/2016,11,0.18
2873212765,4/28/2016,6,0.1
2873212765,4/28/2016,5,0.08
2873212765,4/28/2016,18,0.3
2873212765,4/28/2016,30,0.5
2873212765,4/28/2016,15,0.25
2873212765,4/29/2016,0,0
2873212765,4/29/2016,23,0.38
2873212765,4/29/2016,12,0.2
2873212765,4/29/2016,13,0.22
2873212765,4/29/2016,7,0.12
2873212765,4/29/2016,16,0.27
2873212765,4/29/2016,108,1.8
2873212765,4/29/2016,4,0.07
2873212765,4/29/2016,32,0.53
2873212765,4/29/2016,24,0.4
2873212765,4/29/2016,9,0.15
2873212765,4/29/2016,11,0.18
2873212765,4/29/2016,10,0.17
2873212765,4/29/2016,5,0.08
2873212765,4/29/2016,14,0.23
2873212765,4/30/2016,0,0
2873212765,4/30/2016,2,0.03
2873212765,4/30/2016,14,0.23
2873212765,4/30/2016,37,0.62
2873212765,4/30/2016,23,0.38
2873212765,4/30/2016,25,0.42
2873212765,4/30/2016,21,0.35
2873212765,4/30/2016,11,0.18
2873212765,4/30/2016,8,0.13
2873212765,4/30/2016,16,0.27
2873212765,4/30/2016,20,0.33
2873212765,4/30/2016,26,0.43
2873212765,4/30/2016,56,0.93
2873212765,4/30/2016,33,0.55
2873212765,4/30/2016,3,0.05
2873212765,5/1/2016,0,0
2873212765,5/1/2016,16,0.27
2873212765,5/1/2016,20,0.33
2873212765,5/1/2016,44,0.73
2873212765,5/1/2016,26,0.43
2873212765,5/1/2016,34,0.57
2873212765,5/1/2016,10,0.17
2873212765,5/1/2016,15,0.25
2873212765,5/1/2016,11,0.18
2873212765,5/1/2016,5,0.08
2873212765,5/1/2016,18,0.3
2873212765,5/1/2016,21,0.35
2873212765,5/1/2016,3,0.05
2873212765,5/2/2016,0,0
2873212765,5/2/2016,17,0.28
2873212765,5/2/2016,9,0.15
2873212765,5/2/2016,31,0.52
2873212765,5/2/2016,33,0.55
2873212765,5/2/2016,42,0.7
2873212765,5/2/2016,25,0.42
2873212765,5/2/2016,11,0.18
2873212765,5/2/2016,52,0.87
2873212765,5/2/2016,29,0.48
2873212765,5/2/2016,7,0.12
2873212765,5/2/2016,24,0.4
2873212765,5/2/2016,20,0.33
2873212765,5/2/2016,13,0.22
2873212765,5/2/2016,6,0.1
2873212765,5/3/2016,0,0
2873212765,5/3/2016,19,0.32
2873212765,5/3/2016,7,0.12
2873212765,5/3/2016,43,0.72
2873212765,5/3/2016,48,0.8
2873212765,5/3/2016,32,0.53
2873212765,5/3/2016,14,0.23
2873212765,5/3/2016,35,0.58
2873212765,5/3/2016,5,0.08
2873212765,5/3/2016,13,0.22
2873212765,5/3/2016,24,0.4
2873212765,5/3/2016,38,0.63
2873212765,5/3/2016,10,0.17
2873212765,5/4/2016,0,0
2873212765,5/4/2016,21,0.35
2873212765,5/4/2016,11,0.18
2873212765,5/4/2016,26,0.43
2873212765,5/4/2016,28,0.47
2873212765,5/4/2016,46,0.77
2873212765,5/4/2016,41,0.68
2873212765,5/4/2016,24,0.4
2873212765,5/4/2016,38,0.63
2873212765,5/4/2016,15,0.25
2873212765,5/4/2016,14,0.23
2873212765,5/4/2016,4,0.07
2873212765,5/4/2016,20,0.33
2873212765,5/4/2016,9,0.15
2873212765,5/4/2016,8,0.13
2873212765,5/4/2016,17,0.28
2873212765,5/5/2016,0,0
2873212765,5/5/2016,14,0.23
2873212765,5/5/2016,41,0.68
2873212765,5/5/2016,40,0.67
2873212765,5/5/2016,53,0.88
2873212765,5/5/2016,56,0.93
2873212765,5/5/2016,9,0.15
2873212765,5/5/2016,20,0.33
2873212765,5/5/2016,27,0.45
2873212765,5/5/2016,46,0.77
2873212765,5/5/2016,28,0.47
2873212765,5/5/2016,3,0.05
2873212765,5/5/2016,8,0.13
2873212765,5/5/2016,16,0.27
2873212765,5/5/2016,1,0.02
2873212765,5/6/2016,0,0
2873212765,5/6/2016,23,0.38
2873212765,5/6/2016,15,0.25
2873212765,5/6/2016,24,0.4
2873212765,5/6/2016,33,0.55
2873212765,5/6/2016,45,0.75
2873212765,5/6/2016,41,0.68
2873212765,5/6/2016,18,0.3
2873212765,5/6/2016,32,0.53
2873212765,5/6/2016,5,0.08
2873212765,5/6/2016,31,0.52
2873212765,5/6/2016,20,0.33
2873212765,5/6/2016,9,0.15
2873212765,5/6/2016,12,0.2
2873212765,5/6/2016,7,0.12
2873212765,5/6/2016,1,0.02
2873212765,5/6/2016,2,0.03
2873212765,5/6/2016,11,0.18
2873212765,5/7/2016,0,0
2873212765,5/7/2016,81,1.35
2873212765,5/7/2016,131,2.18
2873212765,5/7/2016,72,1.2
2873212765,5/7/2016,9,0.15
2873212765,5/7/2016,4,0.07
2873212765,5/7/2016,2,0.03
2873212765,5/8/2016,1,0.02
2873212765,5/8/2016,0,0
2873212765,5/8/2016,93,1.55
2873212765,5/8/2016,90,1.5
2873212765,5/8/2016,42,0.7
2873212765,5/8/2016,43,0.72
2873212765,5/8/2016,29,0.48
2873212765,5/8/2016,24,0.4
2873212765,5/8/2016,15,0.25
2873212765,5/8/2016,19,0.32
2873212765,5/8/2016,4,0.07
2873212765,5/8/2016,30,0.5
2873212765,5/8/2016,33,0.55
2873212765,5/8/2016,25,0.42
2873212765,5/8/2016,12,0.2
2873212765,5/9/2016,0,0
2873212765,5/9/2016,15,0.25
2873212765,5/9/2016,7,0.12
2873212765,5/9/2016,24,0.4
2873212765,5/9/2016,33,0.55
2873212765,5/9/2016,41,0.68
2873212765,5/9/2016,39,0.65
2873212765,5/9/2016,13,0.22
2873212765,5/9/2016,34,0.57
2873212765,5/9/2016,9,0.15
2873212765,5/9/2016,29,0.48
2873212765,5/9/2016,20,0.33
2873212765,5/9/2016,10,0.17
2873212765,5/9/2016,11,0.18
2873212765,5/9/2016,2,0.03
2873212765,5/9/2016,4,0.07
2873212765,5/10/2016,0,0
2873212765,5/10/2016,21,0.35
2873212765,5/10/2016,11,0.18
2873212765,5/10/2016,25,0.42
2873212765,5/10/2016,35,0.58
2873212765,5/10/2016,42,0.7
2873212765,5/10/2016,38,0.63
2873212765,5/10/2016,7,0.12
2873212765,5/10/2016,48,0.8
2873212765,5/10/2016,33,0.55
2873212765,5/10/2016,8,0.13
2873212765,5/10/2016,5,0.08
2873212765,5/10/2016,19,0.32
2873212765,5/10/2016,15,0.25
2873212765,5/10/2016,29,0.48
2873212765,5/10/2016,17,0.28
2873212765,5/10/2016,12,0.2
2873212765,5/11/2016,0,0
2873212765,5/11/2016,27,0.45
2873212765,5/11/2016,4,0.07
2873212765,5/11/2016,15,0.25
2873212765,5/11/2016,28,0.47
2873212765,5/11/2016,42,0.7
2873212765,5/11/2016,33,0.55
2873212765,5/11/2016,18,0.3
2873212765,5/11/2016,30,0.5
2873212765,5/11/2016,22,0.37
2873212765,5/11/2016,3,0.05
2873212765,5/11/2016,17,0.28
2873212765,5/11/2016,1,0.02
2873212765,5/11/2016,8,0.13
2873212765,5/12/2016,0,0
2873212765,5/12/2016,23,0.38
2873212765,5/12/2016,38,0.63
2873212765,5/12/2016,43,0.72
2873212765,5/12/2016,30,0.5
2873212765,5/12/2016,32,0.53
2873212765,5/12/2016,12,0.2
2873212765,5/12/2016,11,0.18
2873212765,5/12/2016,21,0.35
2873212765,5/12/2016,26,0.43
3372868164,4/12/2016,0,0
3372868164,4/12/2016,2,0.03
3372868164,4/12/2016,6,0.1
3372868164,4/12/2016,4,0.07
3372868164,4/12/2016,17,0.28
3372868164,4/12/2016,28,0.47
3372868164,4/12/2016,30,0.5
3372868164,4/12/2016,16,0.27
3372868164,4/12/2016,12,0.2
3372868164,4/12/2016,18,0.3
3372868164,4/12/2016,15,0.25
3372868164,4/12/2016,11,0.18
3372868164,4/12/2016,20,0.33
3372868164,4/12/2016,5,0.08
3372868164,4/13/2016,3,0.05
3372868164,4/13/2016,1,0.02
3372868164,4/13/2016,0,0
3372868164,4/13/2016,6,0.1
3372868164,4/13/2016,16,0.27
3372868164,4/13/2016,35,0.58
3372868164,4/13/2016,94,1.57
3372868164,4/13/2016,27,0.45
3372868164,4/13/2016,44,0.73
3372868164,4/13/2016,21,0.35
3372868164,4/13/2016,43,0.72
3372868164,4/13/2016,24,0.4
3372868164,4/13/2016,31,0.52
3372868164,4/13/2016,25,0.42
3372868164,4/13/2016,18,0.3
3372868164,4/13/2016,20,0.33
3372868164,4/14/2016,1,0.02
3372868164,4/14/2016,0,0
3372868164,4/14/2016,8,0.13
3372868164,4/14/2016,12,0.2
3372868164,4/14/2016,20,0.33
3372868164,4/14/2016,30,0.5
3372868164,4/14/2016,24,0.4
3372868164,4/14/2016,32,0.53
3372868164,4/14/2016,74,1.23
3372868164,4/14/2016,11,0.18
3372868164,4/14/2016,25,0.42
3372868164,4/14/2016,40,0.67
3372868164,4/14/2016,37,0.62
3372868164,4/14/2016,19,0.32
3372868164,4/14/2016,22,0.37
3372868164,4/14/2016,34,0.57
3372868164,4/14/2016,15,0.25
3372868164,4/14/2016,4,0.07
3372868164,4/15/2016,2,0.03
3372868164,4/15/2016,0,0
3372868164,4/15/2016,3,0.05
3372868164,4/15/2016,18,0.3
3372868164,4/15/2016,29,0.48
3372868164,4/15/2016,14,0.23
3372868164,4/15/2016,39,0.65
3372868164,4/15/2016,32,0.53
3372868164,4/15/2016,8,0.13
3372868164,4/15/2016,24,0.4
3372868164,4/15/2016,25,0.42
3372868164,4/15/2016,37,0.62
3372868164,4/15/2016,26,0.43
3372868164,4/16/2016,0,0
3372868164,4/16/2016,13,0.22
3372868164,4/16/2016,17,0.28
3372868164,4/16/2016,40,0.67
3372868164,4/16/2016,34,0.57
3372868164,4/16/2016,22,0.37
3372868164,4/16/2016,41,0.68
3372868164,4/16/2016,23,0.38
3372868164,4/16/2016,9,0.15
3372868164,4/16/2016,28,0.47
3372868164,4/16/2016,8,0.13
3372868164,4/16/2016,16,0.27
3372868164,4/16/2016,25,0.42
3372868164,4/16/2016,12,0.2
3372868164,4/16/2016,1,0.02
3372868164,4/17/2016,2,0.03
3372868164,4/17/2016,0,0
3372868164,4/17/2016,1,0.02
3372868164,4/17/2016,6,0.1
3372868164,4/17/2016,28,0.47
3372868164,4/17/2016,24,0.4
3372868164,4/17/2016,10,0.17
3372868164,4/17/2016,5,0.08
3372868164,4/17/2016,18,0.3
3372868164,4/17/2016,29,0.48
3372868164,4/17/2016,4,0.07
3372868164,4/17/2016,20,0.33
3372868164,4/17/2016,71,1.18
3372868164,4/17/2016,15,0.25
3372868164,4/17/2016,26,0.43
3372868164,4/17/2016,37,0.62
3372868164,4/17/2016,7,0.12
3372868164,4/18/2016,1,0.02
3372868164,4/18/2016,0,0
3372868164,4/18/2016,2,0.03
3372868164,4/18/2016,6,0.1
3372868164,4/18/2016,10,0.17
3372868164,4/18/2016,3,0.05
3372868164,4/18/2016,40,0.67
3372868164,4/18/2016,31,0.52
3372868164,4/18/2016,101,1.68
3372868164,4/18/2016,5,0.08
3372868164,4/18/2016,22,0.37
3372868164,4/18/2016,25,0.42
3372868164,4/18/2016,27,0.45
3372868164,4/18/2016,29,0.48
3372868164,4/18/2016,21,0.35
3372868164,4/18/2016,26,0.43
3372868164,4/19/2016,0,0
3372868164,4/19/2016,1,0.02
3372868164,4/19/2016,6,0.1
3372868164,4/19/2016,4,0.07
3372868164,4/19/2016,26,0.43
3372868164,4/19/2016,27,0.45
3372868164,4/19/2016,46,0.77
3372868164,4/19/2016,25,0.42
3372868164,4/19/2016,29,0.48
3372868164,4/19/2016,39,0.65
3372868164,4/19/2016,23,0.38
3372868164,4/19/2016,8,0.13
3372868164,4/19/2016,28,0.47
3372868164,4/19/2016,40,0.67
3372868164,4/19/2016,15,0.25
3372868164,4/19/2016,5,0.08
3372868164,4/19/2016,14,0.23
3372868164,4/19/2016,22,0.37
3372868164,4/19/2016,17,0.28
3372868164,4/20/2016,0,0
3372868164,4/20/2016,2,0.03
3372868164,4/20/2016,1,0.02
3372868164,4/20/2016,23,0.38
3372868164,4/20/2016,32,0.53
3372868164,4/20/2016,11,0.18
3372868164,4/20/2016,6,0.1
3372868164,4/20/2016,14,0.23
3372868164,4/20/2016,86,1.43
3372868164,4/20/2016,22,0.37
3372868164,4/20/2016,41,0.68
3372868164,4/20/2016,20,0.33
3372868164,4/20/2016,9,0.15
3372868164,4/20/2016,27,0.45
3372868164,4/20/2016,4,0.07
3372868164,4/20/2016,5,0.08
3372868164,4/21/2016,0,0
3372868164,4/21/2016,2,0.03
3372868164,4/21/2016,17,0.28
3372868164,4/21/2016,11,0.18
3372868164,4/21/2016,16,0.27
3372868164,4/21/2016,46,0.77
3372868164,4/21/2016,20,0.33
3372868164,4/21/2016,62,1.03
3372868164,4/21/2016,81,1.35
3372868164,4/21/2016,5,0.08
3372868164,4/21/2016,26,0.43
3372868164,4/21/2016,22,0.37
3372868164,4/21/2016,9,0.15
3372868164,4/21/2016,3,0.05
3372868164,4/21/2016,29,0.48
3372868164,4/21/2016,41,0.68
3372868164,4/21/2016,25,0.42
3372868164,4/21/2016,6,0.1
3372868164,4/22/2016,0,0
3372868164,4/22/2016,2,0.03
3372868164,4/22/2016,6,0.1
3372868164,4/22/2016,16,0.27
3372868164,4/22/2016,24,0.4
3372868164,4/22/2016,5,0.08
3372868164,4/22/2016,20,0.33
3372868164,4/22/2016,15,0.25
3372868164,4/22/2016,28,0.47
3372868164,4/22/2016,22,0.37
3372868164,4/22/2016,4,0.07
3372868164,4/22/2016,23,0.38
3372868164,4/22/2016,12,0.2
3372868164,4/22/2016,13,0.22
3372868164,4/22/2016,8,0.13
3372868164,4/23/2016,0,0
3372868164,4/23/2016,2,0.03
3372868164,4/23/2016,1,0.02
3372868164,4/23/2016,3,0.05
3372868164,4/23/2016,7,0.12
3372868164,4/23/2016,24,0.4
3372868164,4/23/2016,96,1.6
3372868164,4/23/2016,43,0.72
3372868164,4/23/2016,19,0.32
3372868164,4/23/2016,13,0.22
3372868164,4/23/2016,17,0.28
3372868164,4/23/2016,28,0.47
3372868164,4/23/2016,39,0.65
3372868164,4/23/2016,10,0.17
3372868164,4/23/2016,41,0.68
3372868164,4/23/2016,5,0.08
3372868164,4/24/2016,1,0.02
3372868164,4/24/2016,0,0
3372868164,4/24/2016,5,0.08
3372868164,4/24/2016,28,0.47
3372868164,4/24/2016,16,0.27
3372868164,4/24/2016,10,0.17
3372868164,4/24/2016,6,0.1
3372868164,4/24/2016,24,0.4
3372868164,4/24/2016,17,0.28
3372868164,4/24/2016,15,0.25
3372868164,4/24/2016,74,1.23
3372868164,4/24/2016,31,0.52
3372868164,4/24/2016,11,0.18
3372868164,4/24/2016,35,0.58
3372868164,4/24/2016,25,0.42
3372868164,4/24/2016,7,0.12
3372868164,4/25/2016,0,0
3372868164,4/25/2016,1,0.02
3372868164,4/25/2016,4,0.07
3372868164,4/25/2016,11,0.18
3372868164,4/25/2016,33,0.55
3372868164,4/25/2016,53,0.88
3372868164,4/25/2016,32,0.53
3372868164,4/25/2016,46,0.77
3372868164,4/25/2016,38,0.63
3372868164,4/25/2016,25,0.42
3372868164,4/25/2016,7,0.12
3372868164,4/25/2016,16,0.27
3372868164,4/25/2016,12,0.2
3372868164,4/25/2016,30,0.5
3372868164,4/25/2016,23,0.38
3372868164,4/25/2016,21,0.35
3372868164,4/25/2016,14,0.23
3372868164,4/25/2016,28,0.47
3372868164,4/25/2016,5,0.08
3372868164,4/26/2016,1,0.02
3372868164,4/26/2016,0,0
3372868164,4/26/2016,7,0.12
3372868164,4/26/2016,6,0.1
3372868164,4/26/2016,41,0.68
3372868164,4/26/2016,97,1.62
3372868164,4/26/2016,35,0.58
3372868164,4/26/2016,29,0.48
3372868164,4/26/2016,18,0.3
3372868164,4/26/2016,26,0.43
3372868164,4/26/2016,23,0.38
3372868164,4/26/2016,4,0.07
3372868164,4/26/2016,25,0.42
3372868164,4/26/2016,10,0.17
3372868164,4/26/2016,16,0.27
3372868164,4/26/2016,11,0.18
3372868164,4/26/2016,14,0.23
3372868164,4/26/2016,9,0.15
3372868164,4/27/2016,0,0
3372868164,4/27/2016,1,0.02
3372868164,4/27/2016,6,0.1
3372868164,4/27/2016,2,0.03
3372868164,4/27/2016,9,0.15
3372868164,4/27/2016,12,0.2
3372868164,4/27/2016,36,0.6
3372868164,4/27/2016,7,0.12
3372868164,4/27/2016,32,0.53
3372868164,4/27/2016,105,1.75
3372868164,4/27/2016,21,0.35
3372868164,4/27/2016,29,0.48
3372868164,4/27/2016,44,0.73
3372868164,4/27/2016,17,0.28
3372868164,4/27/2016,30,0.5
3372868164,4/27/2016,31,0.52
3372868164,4/27/2016,10,0.17
3372868164,4/27/2016,11,0.18
3372868164,4/27/2016,20,0.33
3372868164,4/27/2016,15,0.25
3372868164,4/27/2016,5,0.08
3372868164,4/28/2016,1,0.02
3372868164,4/28/2016,0,0
3372868164,4/28/2016,16,0.27
3372868164,4/28/2016,3,0.05
3372868164,4/28/2016,33,0.55
3372868164,4/28/2016,39,0.65
3372868164,4/28/2016,13,0.22
3372868164,4/28/2016,32,0.53
3372868164,4/28/2016,28,0.47
3372868164,4/28/2016,12,0.2
3372868164,4/28/2016,25,0.42
3372868164,4/28/2016,31,0.52
3372868164,4/28/2016,11,0.18
3372868164,4/28/2016,20,0.33
3372868164,4/28/2016,10,0.17
3372868164,4/29/2016,0,0
3372868164,4/29/2016,1,0.02
3372868164,4/29/2016,17,0.28
3372868164,4/29/2016,9,0.15
3372868164,4/29/2016,11,0.18
3372868164,4/29/2016,34,0.57
3372868164,4/29/2016,26,0.43
3372868164,4/29/2016,33,0.55
3372868164,4/29/2016,49,0.82
3372868164,4/29/2016,28,0.47
3372868164,4/29/2016,40,0.67
3372868164,4/29/2016,22,0.37
3372868164,4/29/2016,13,0.22
3372868164,4/29/2016,8,0.13
3372868164,4/29/2016,20,0.33
3372868164,4/30/2016,1,0.02
3372868164,4/30/2016,0,0
3372868164,4/30/2016,5,0.08
3372868164,4/30/2016,15,0.25
3372868164,4/30/2016,8,0.13
3372868164,4/30/2016,90,1.5
3372868164,4/30/2016,34,0.57
3372868164,4/30/2016,3,0.05
3372868164,4/30/2016,22,0.37
3372868164,4/30/2016,18,0.3
3372868164,4/30/2016,46,0.77
3372868164,4/30/2016,21,0.35
3372868164,4/30/2016,23,0.38
3372868164,4/30/2016,19,0.32
3372868164,4/30/2016,6,0.1
3372868164,5/1/2016,2,0.03
3372868164,5/1/2016,0,0
3372868164,5/1/2016,1,0.02
3372868164,5/1/2016,7,0.12
3372868164,5/1/2016,22,0.37
3372868164,5/1/2016,16,0.27
3372868164,5/1/2016,11,0.18
3372868164,5/1/2016,5,0.08
3372868164,5/1/2016,21,0.35
3372868164,5/1/2016,18,0.3
3372868164,5/1/2016,15,0.25
3372868164,5/1/2016,31,0.52
3372868164,5/1/2016,4,0.07
3977333714,4/12/2016,16,0.27
3977333714,4/12/2016,0,0
3977333714,4/12/2016,2,0.03
3977333714,4/12/2016,4,0.07
3977333714,4/12/2016,20,0.33
3977333714,4/12/2016,118,1.97
3977333714,4/12/2016,72,1.2
3977333714,4/12/2016,5,0.08
3977333714,4/12/2016,8,0.13
3977333714,4/12/2016,12,0.2
3977333714,4/12/2016,10,0.17
3977333714,4/12/2016,7,0.12
3977333714,4/13/2016,4,0.07
3977333714,4/13/2016,0,0
3977333714,4/13/2016,1,0.02
3977333714,4/13/2016,3,0.05
3977333714,4/13/2016,2,0.03
3977333714,4/13/2016,6,0.1
3977333714,4/13/2016,5,0.08
3977333714,4/13/2016,7,0.12
3977333714,4/13/2016,16,0.27
3977333714,4/13/2016,26,0.43
3977333714,4/13/2016,22,0.37
3977333714,4/13/2016,116,1.93
3977333714,4/13/2016,76,1.27
3977333714,4/13/2016,19,0.32
3977333714,4/13/2016,12,0.2
3977333714,4/13/2016,8,0.13
3977333714,4/14/2016,4,0.07
3977333714,4/14/2016,6,0.1
3977333714,4/14/2016,0,0
3977333714,4/14/2016,1,0.02
3977333714,4/14/2016,21,0.35
3977333714,4/14/2016,53,0.88
3977333714,4/14/2016,56,0.93
3977333714,4/14/2016,20,0.33
3977333714,4/14/2016,3,0.05
3977333714,4/14/2016,8,0.13
3977333714,4/14/2016,19,0.32
3977333714,4/14/2016,7,0.12
3977333714,4/15/2016,7,0.12
3977333714,4/15/2016,5,0.08
3977333714,4/15/2016,3,0.05
3977333714,4/15/2016,0,0
3977333714,4/15/2016,1,0.02
3977333714,4/15/2016,17,0.28
3977333714,4/15/2016,12,0.2
3977333714,4/15/2016,20,0.33
3977333714,4/15/2016,13,0.22
3977333714,4/15/2016,88,1.47
3977333714,4/15/2016,44,0.73
3977333714,4/15/2016,51,0.85
3977333714,4/15/2016,21,0.35
3977333714,4/15/2016,8,0.13
3977333714,4/15/2016,18,0.3
3977333714,4/16/2016,2,0.03
3977333714,4/16/2016,0,0
3977333714,4/16/2016,3,0.05
3977333714,4/16/2016,6,0.1
3977333714,4/16/2016,95,1.58
3977333714,4/16/2016,78,1.3
3977333714,4/16/2016,64,1.07
3977333714,4/16/2016,35,0.58
3977333714,4/16/2016,9,0.15
3977333714,4/16/2016,68,1.13
3977333714,4/16/2016,11,0.18
3977333714,4/16/2016,1,0.02
3977333714,4/16/2016,13,0.22
3977333714,4/16/2016,8,0.13
3977333714,4/17/2016,1,0.02
3977333714,4/17/2016,0,0
3977333714,4/17/2016,6,0.1
3977333714,4/17/2016,20,0.33
3977333714,4/17/2016,10,0.17
3977333714,4/17/2016,7,0.12
3977333714,4/17/2016,16,0.27
3977333714,4/17/2016,18,0.3
3977333714,4/17/2016,22,0.37
3977333714,4/17/2016,99,1.65
3977333714,4/17/2016,27,0.45
3977333714,4/17/2016,89,1.48
3977333714,4/17/2016,3,0.05
3977333714,4/18/2016,1,0.02
3977333714,4/18/2016,0,0
3977333714,4/18/2016,3,0.05
3977333714,4/18/2016,9,0.15
3977333714,4/18/2016,30,0.5
